StructuredDataCapture : Validation Results
=========================================

err = 45, warn = 72, info = 429
$--
Generated $--. FHIR version $-- for hl7.fhir.uv.sdc#$-- (canonical = http://hl7.org/fhir/uv/sdc)
 Build Errors : 225 / 5 / 0
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/Bundle-map-population-example : 0 / 6 / 12
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-initialExpression : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-isSubject : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-itemAnswerMedia : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-itemExtractionContext : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-itemMedia : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-itemPopulationContext : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-launchContext : 0 / 2 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-lookupQuestionnaire : 0 / 1 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-maxQuantity : 0 / 1 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-minQuantity : 0 / 1 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-modular : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-observation-extract-category : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-observationExtract : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-observationLinkPeriod : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-openLabel : 0 / 1 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-optionalDisplay : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-performerType : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-pop-exp : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-pop-obsn : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-pop-smap : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-preferredTerminologyServer : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-questionnaireAdaptive : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-render : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-search : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-shortText : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-sourceQueries : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-sourceStructureMap : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-subQuestionnaire : 0 / 1 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-targetStructureMap : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-unitOpen : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-unitSupplementalSystem : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaire-width : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaireresponse : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaireresponse-adapt : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-questionnaireresponse-isSubject : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-referencesContained : 0 / 1 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-servicerequest : 0 / 0 / 3
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-servicerequest-questionnaire : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-task : 0 / 0 / 7
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-usagecontext : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-sdc-valueset : 0 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureDefinition-structuredefinition-sdc-profile-example : 1 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureMap-SDOHCC-StructureMapHungerVitalSign : 0 / 0 / 3
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/StructureMap-questionnaire-population-transform : 16 / 0 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/Task-example : 0 / 0 / 5
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/Task-request-task-example : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-assemble-expectation : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-collapsible : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-dex-mimetype : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-entryMode : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-launchContext : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-performerType : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-questionnaire-answer-constraint : 0 / 1 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-sdc-profile-example : 1 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-sdc-question-library-states : 1 / 1 / 2
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-species : 0 / 0 / 1
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/ValueSet-task-code : 0 / 0 / 1
</table>

== n/a ==
WARNING: The jira specification file appears to be out of date with the versions, artifacts and pages currently defined in the IG.  A proposed revised file to be reviewed and, if appropriate, submitted as a pull request against the XML folder in https://github.com/HL7/JIRA-Spec-Artifacts.  To see the differences, perform a file compare on 'template/jira-current.xml' (a normalized view of what is in Github) and 'template/jira-new.xml' (reflects current IG content)
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 272, column 1737: The link 'ValueSet-F8-1.2_d1e551-vs.html' for "D1e551vs" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 273, column 1789: The link 'ValueSet-F8-1.2_d1e639-vs.html' for "D1e639vs" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 275, column 1707: The link 'ValueSet-F8-1.2_d1e910-vs.html' for "D1e910vs" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 277, column 1676: The link 'ValueSet-F8-1.2_d1e1125-vs.html' for "D1e1125vs" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 278, column 1617: The link 'ValueSet-F8-1.2_d1e1558-vs.html' for "D1e1558vs" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 279, column 1617: The link 'ValueSet-F8-1.2_d1e1746-vs.html' for "D1e746vs" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 280, column 1696: The link 'ValueSet-F8-1.2_d1e1863-vs.html' for "D1e863vs" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 281, column 1681: The link 'ValueSet-F8-1.2_d1e2109-vs.html' for "D1e2109vs" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 282, column 1693: The link 'ValueSet-F8-1.2_d1e2272-vs.html' for "D1e2272vs" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/Bundle-questionnaire-sdc-profile-example.html#/html/body/div/div/div/div/div/div/blockquote/p/table/tr/td/a at Line 283, column 1700: The link 'ValueSet-F8-1.2_d1e2489-vs.html' for "D1e2489vs" cannot be resolved
