StructuredDataCapture : Validation Results
=========================================

err = 269, warn = 202, info = 34
$--
Generated $--. FHIR version $-- for hl7.fhir.uv.sdc#$-- (canonical = http://hl7.org/fhir/uv/sdc)
 Build Errors : 0 / 0 / 0
 fsh-generated/resources/Bundle-map-population-example : 4 / 7 / 11
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-pop-exp : 0 / 11 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-pop-obsn : 0 / 3 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-pop-smap : 0 / 5 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-preferredTerminologyServer : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-questionnaireAdaptive : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-render : 0 / 37 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-search : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-shortText : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-sourceQueries : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-sourceStructureMap : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-subQuestionnaire : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-targetStructureMap : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-templateExtract : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-templateExtractBundle : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-templateExtractContext : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-templateExtractValue : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-unitOpen : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-unitSupplementalSystem : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-width : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnairecommon : 0 / 2 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaireresponse : 0 / 5 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaireresponse-adapt : 0 / 3 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaireresponse-isSubject : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaireresponsecommon : 0 / 6 / 1
 fsh-generated/resources/StructureDefinition-sdc-rendering-criticalExtension : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-servicerequest : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-sdc-servicerequest-questionnaire : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-task : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-usagecontext : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-valueset : 0 / 34 / 1
 fsh-generated/resources/Task-example : 0 / 0 / 1
 fsh-generated/resources/Task-request-task-example : 0 / 0 / 2
 fsh-generated/resources/ValueSet-assemble-expectation : 0 / 0 / 1
 fsh-generated/resources/ValueSet-collapsible : 0 / 0 / 1
 fsh-generated/resources/ValueSet-dex-mimetype : 0 / 0 / 1
 fsh-generated/resources/ValueSet-entryMode : 0 / 0 / 1
 fsh-generated/resources/ValueSet-keyboardType : 0 / 0 / 1
 fsh-generated/resources/ValueSet-launchContext : 0 / 0 / 1
 fsh-generated/resources/ValueSet-observation-extract-relationship : 0 / 0 / 1
 fsh-generated/resources/ValueSet-performerType : 0 / 0 / 1
 fsh-generated/resources/ValueSet-questionnaire-answer-constraint : 0 / 0 / 1
 fsh-generated/resources/ValueSet-sdc-profile-example : 0 / 0 / 1
 fsh-generated/resources/ValueSet-sdc-question-library-states : 0 / 1 / 2
 fsh-generated/resources/ValueSet-species : 0 / 0 / 1
 fsh-generated/resources/ValueSet-task-code : 0 / 0 / 1
 input/resources/StructureMap-SDOHCC-Hunger-Vital-Sign-Map : 0 / 0 / 37
 input/resources/StructureMap-extract-complex-smap : 0 / 4 / 17
 input/resources/StructureMap-questionnaire-population-transform : 5 / 3 / 12
 input/resources/extract-complex-defn3 : 5 / 0 / 1
 input/resources/extract-complex-smap : 5 / 0 / 1
 input/resources/extract-complex-template : 5 / 11 / 8
 input/resources/extract-complex-template2 : 5 / 11 / 11
</table>
== n/a ==
== fsh-generated/resources/Bundle-map-population-example.json ==
ERROR: Bundle/map-population-example: Bundle.entry[1].resource/*Bundle/7b29ddd9-fdbf-4e6c-81f3-38f2d51934*/.entry[0].resource/*Condition/7cd8b889-5456-43d4-935c-abc10791ebd6*/.code.coding[0]: 401 Unauthorized
INFORMATION: Bundle/map-population-example: Bundle.entry[2].resource/*Bundle/94e7a07b-0f81-4586-ad73-ef8ce3b7b7*/.entry[0].resource/*MedicationStatement/fe376aa6-83fb-4d0e-be60-ad959c57114f*/.medication.ofType(Reference): Details for http://example.org/fhir/Medication/c6222017-94f6-4dbc-8958-fcdf9df3356a matching against profile http://hl7.org/fhir/StructureDefinition/Medication|4.0.1
ERROR: Bundle/map-population-example: Bundle.entry[2].resource/*Bundle/94e7a07b-0f81-4586-ad73-ef8ce3b7b7*/.entry[3].resource/*Medication/c6222017-94f6-4dbc-8958-fcdf9df3356a*/.code.coding[0]: 401 Unauthorized
ERROR: Bundle/map-population-example: Bundle.entry[2].resource/*Bundle/94e7a07b-0f81-4586-ad73-ef8ce3b7b7*/.entry[3].resource/*Medication/c6222017-94f6-4dbc-8958-fcdf9df3356a*/.form.coding[0]: 401 Unauthorized
ERROR: Bundle/map-population-example: Bundle.entry[2].resource/*Bundle/94e7a07b-0f81-4586-ad73-ef8ce3b7b7*/.entry[3].resource/*Medication/c6222017-94f6-4dbc-8958-fcdf9df3356a*/.ingredient[0].item.ofType(CodeableConcept).coding[0]: 401 Unauthorized
== fsh-generated/resources/Bundle-questionnaire-sdc-profile-example.json ==
ERROR: Bundle/questionnaire-sdc-profile-example: Bundle.entry[0].resource/*Questionnaire/F8-1.2*/.extension[0].url: Value is 'http://hl7.org/fhir/5.0/StructureDefinition/extension-Questionnaire.versionAlgorithm%5Bx%5D' but is fixed to 'http://hl7.org/fhir/5.0/StructureDefinition/extension-Questionnaire.versionAlgorithm[x]' in the profile http://hl7.org/fhir/5.0/StructureDefinition/extension-Questionnaire.versionAlgorithm[x]|4.0.1#Extension.url
ERROR: Bundle/questionnaire-sdc-profile-example: Bundle.entry[0].resource/*Questionnaire/F8-1.2*/.extension[0].value.ofType(Coding): Unknown Code System 'http://hl7.org/fhir/version-algorithm'
ERROR: Bundle/questionnaire-sdc-profile-example: Bundle.entry[0].resource/*Questionnaire/F8-1.2*/.extension[0].value.ofType(Coding).system: URL value 'http://hl7.org/fhir/version-algorithm' does not resolve
== fsh-generated/resources/CapabilityStatement-sdc-form-archiver.json ==
== fsh-generated/resources/CapabilityStatement-sdc-form-designer.json ==
== fsh-generated/resources/CapabilityStatement-sdc-form-filler.json ==
== fsh-generated/resources/CapabilityStatement-sdc-form-manager.json ==
== fsh-generated/resources/CapabilityStatement-sdc-form-receiver.json ==
== fsh-generated/resources/CapabilityStatement-sdc-form-response-manager.json ==
== fsh-generated/resources/CodeSystem-CSPHQ9.json ==
WARNING: CodeSystem/CSPHQ9: CodeSystem.property[0]: The uri 'http://hl7.org/fhir/concept-properties#itemWeight' for the property 'itemWeight' implies a property with that URI exists in the CodeSystem FHIR Defined Concept Properties for http://hl7.org/fhir/concept-properties, or the code 'itemWeight' does, but neither were found
WARNING: CodeSystem/CSPHQ9: CodeSystem.concept[0]: HL7 Defined CodeSystems should ensure that every concept has a definition
== fsh-generated/resources/CodeSystem-assemble-expectation.json ==
== fsh-generated/resources/CodeSystem-chf-codes.json ==
== fsh-generated/resources/CodeSystem-collapsible.json ==
== fsh-generated/resources/CodeSystem-entryMode.json ==
== fsh-generated/resources/CodeSystem-keyboardType.json ==
== fsh-generated/resources/CodeSystem-launchContext.json ==
== fsh-generated/resources/CodeSystem-observation-extract-relationship.json ==
== fsh-generated/resources/CodeSystem-questionnaire-answer-constraint.json ==
== fsh-generated/resources/CodeSystem-temp.json ==
== fsh-generated/resources/ImplementationGuide-hl7.fhir.uv.sdc.json ==
WARNING: ImplementationGuide/hl7.fhir.uv.sdc: ImplementationGuide.dependsOn[2]: The ImplementationGuide uses package hl7.fhir.uv.extensions.r4#5.1.0 released on 2024-04-27, but the most recent version is 5.2.0. This reference is getting old and the more recent version should be considered
== fsh-generated/resources/Library-sdc-CHF.json ==
WARNING: Library/sdc-CHF: Library.relatedArtifact[3].resource: There are multiple different potential matches for the url 'http://terminology.hl7.org/CodeSystem/condition-clinical'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer. Using version '3.0.0', found versions: 3.0.0, 4.0.1
WARNING: Library/sdc-CHF: Library.relatedArtifact[4].resource: There are multiple different potential matches for the url 'http://terminology.hl7.org/CodeSystem/condition-ver-status'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer. Using version '2.0.1', found versions: 2.0.1, 4.0.1
== fsh-generated/resources/OperationDefinition-Questionnaire-assemble.json ==
== fsh-generated/resources/OperationDefinition-Questionnaire-next-question.json ==
== fsh-generated/resources/OperationDefinition-Questionnaire-populate.json ==
== fsh-generated/resources/OperationDefinition-Questionnaire-populatehtml.json ==
== fsh-generated/resources/OperationDefinition-Questionnaire-populatelink.json ==
== fsh-generated/resources/OperationDefinition-Questionnaire-process-response.json ==
== fsh-generated/resources/OperationDefinition-QuestionnaireResponse-extract.json ==
== fsh-generated/resources/Parameters-populate-request.json ==
== fsh-generated/resources/Parameters-populate-response.json ==
== fsh-generated/resources/Parameters-populatehtml-response.json ==
== fsh-generated/resources/Parameters-populatelink-response.json ==
== fsh-generated/resources/Parameters-sdc-modular-root-assembled.json ==
ERROR: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.extension[0]: Slicing cannot be evaluated: Problem with use of resolve() - profile [CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-Questionnaire.versionAlgorithm%5Bx%5D]] on Questionnaire.extension:versionAlgorithm could not be resolved (@char 1)
ERROR: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.extension[1]: Slicing cannot be evaluated: Problem with use of resolve() - profile [CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-Questionnaire.versionAlgorithm%5Bx%5D]] on Questionnaire.extension:versionAlgorithm could not be resolved (@char 1)
ERROR: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.extension[2]: Slicing cannot be evaluated: Problem with use of resolve() - profile [CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-Questionnaire.versionAlgorithm%5Bx%5D]] on Questionnaire.extension:versionAlgorithm could not be resolved (@char 1)
ERROR: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.extension[3]: Slicing cannot be evaluated: Problem with use of resolve() - profile [CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-Questionnaire.versionAlgorithm%5Bx%5D]] on Questionnaire.extension:versionAlgorithm could not be resolved (@char 1)
ERROR: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.extension[4]: Slicing cannot be evaluated: Problem with use of resolve() - profile [CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-Questionnaire.versionAlgorithm%5Bx%5D]] on Questionnaire.extension:versionAlgorithm could not be resolved (@char 1)
ERROR: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.extension[0].value.ofType(Coding): Unknown Code System 'http://hl7.org/fhir/version-algorithm'
ERROR: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.extension[0].value.ofType(Coding).system: URL value 'http://hl7.org/fhir/version-algorithm' does not resolve
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[0].extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[0].extension[1]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[0].extension[2]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[1].extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[1].extension[1]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[4].extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[4].extension[1]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[4].item[0].item[0].extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[4].item[0].item[1].extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Parameters/sdc-modular-root-assembled: Parameters.parameter[0].resource/*Questionnaire/sdc-modular-root-assembled-questionnaire*/.item[4].item[0].item[2].extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/sdc/StructureDefinition/sdc-questionnaire|4.0.0-ballot (this may not be a problem, but you should check that it's not intended to match a slice)
